Gene,Replicon,Annotation,PWN_freq,PWN_prop,PWC_freq,PWC_prop
uppS,Chromosome,"Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)",38,1,40,1
zntB,Chromosome,Zinc transport protein ZntB,38,1,40,1
secE,Chromosome,Protein translocase subunit SecE,38,1,40,1
rpe,Chromosome,Ribulose-phosphate 3-epimerase,38,1,40,1
group_9094,Chromosome,putative ABC transporter-binding protein,38,1,40,1
iolB,Chromosome,5-deoxy-glucuronate isomerase,38,1,40,1
ptk,Chromosome,Tyrosine-protein kinase ptk,38,1,40,1
flhA_1,Chromosome,Flagellar biosynthesis protein FlhA,38,1,40,1
gmk,Chromosome,Guanylate kinase,38,1,40,1
murG,Chromosome,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,38,1,40,1
pyrE_1,Chromosome,Orotate phosphoribosyltransferase,38,1,40,1
dapF,Chromosome,Diaminopimelate epimerase,38,1,40,1
amiC_1,Chromosome,N-acetylmuramoyl-L-alanine amidase AmiC,38,1,40,1
ribBA,Chromosome,Riboflavin biosynthesis protein RibBA,38,1,40,1
oppC,Chromosome,Oligopeptide transport system permease protein OppC,38,1,40,1
chpT,Chromosome,Protein phosphotransferase ChpT,38,1,40,1
acnA,Chromosome,Aconitate hydratase A,38,1,40,1
araF,Chromosome,L-arabinose-binding periplasmic protein,38,1,40,1
glgB_2,Chromosome,"1,4-alpha-glucan branching enzyme GlgB",38,1,40,1
hspQ,Chromosome,Heat shock protein HspQ,38,1,40,1
serS,Chromosome,Serine--tRNA ligase,38,1,40,1
lldD_2,Chromosome,L-lactate dehydrogenase,38,1,40,1
scrK,Chromosome,Fructokinase,38,1,40,1
hutH_2,Chromosome,Histidine ammonia-lyase,38,1,40,1
clpS,Chromosome,ATP-dependent Clp protease adapter protein ClpS,38,1,40,1
fadA,Chromosome,Putative acyltransferase,38,1,40,1
pnp,Chromosome,Polyribonucleotide nucleotidyltransferase,38,1,40,1
pepA_2,Chromosome,cytosol aminopeptidase,38,1,40,1
rnpA,Chromosome,Ribonuclease P protein component,38,1,40,1
ydiK,Chromosome,Putative transport protein YdiK,38,1,40,1
purQ,Chromosome,Phosphoribosylformylglycinamidine synthase subunit PurQ,38,1,40,1
gloB_2,Chromosome,Hydroxyacylglutathione hydrolase GloB,38,1,40,1
tcyN,Chromosome,L-cystine import ATP-binding protein TcyN,38,1,40,1
gsiA,Chromosome,Glutathione import ATP-binding protein GsiA,38,1,40,1
blh_2,Chromosome,Beta-lactamase hydrolase-like protein,38,1,40,1
iscA,Chromosome,Iron-binding protein IscA,38,1,40,1
pld1,Chromosome,Pyridoxal 4-dehydrogenase,38,1,40,1
group_9142,Chromosome,O-acetyl-L-homoserine sulfhydrylase,38,1,40,1
nadK,Chromosome,NAD kinase,38,1,40,1
mgsA,Chromosome,Methylglyoxal synthase,38,1,40,1
dapA_1,Chromosome,4-hydroxy-tetrahydrodipicolinate synthase,38,1,40,1
cimA,Chromosome,(R)-citramalate synthase,38,1,40,1
tme,Chromosome,NADP-dependent malic enzyme,38,1,40,1
ybeY,Chromosome,Endoribonuclease YbeY,38,1,40,1
ribH1,Chromosome,"6,7-dimethyl-8-ribityllumazine synthase 1",38,1,40,1
group_9159,Chromosome,4-hydroxyproline 2-epimerase,38,1,40,1
yejB,Chromosome,Inner membrane ABC transporter permease protein YejB,38,1,40,1
metZ,Chromosome,O-succinylhomoserine sulfhydrylase,38,1,40,1
trpF,Chromosome,N-(5'-phosphoribosyl)anthranilate isomerase,38,1,40,1
ffh,Chromosome,Signal recognition particle protein,38,1,40,1
coxN,Chromosome,Alternative cytochrome c oxidase subunit 1,38,1,40,1
etfA,Chromosome,Electron transfer flavoprotein subunit alpha,38,1,40,1
oat2,Chromosome,Glutamate N-acetyltransferase 2,38,1,40,1
fadJ,Chromosome,Fatty acid oxidation complex subunit alpha,38,1,40,1
dppC,Chromosome,Dipeptide transport system permease protein DppC,38,1,40,1
PGdx,Chromosome,Hybrid peroxiredoxin hyPrx5,38,1,40,1
araB_1,Chromosome,L-arabinolactonase,38,1,40,1
dnaG,Chromosome,DNA primase,38,1,40,1
nadE_2,Chromosome,Glutamine-dependent NAD(+) synthetase,38,1,40,1
pccB,Chromosome,Propionyl-CoA carboxylase beta chain,38,1,40,1
ndvB_2,Chromosome,"Cyclic beta-(1,2)-glucan synthase NdvB",38,1,40,1
aroB,Chromosome,3-dehydroquinate synthase,38,1,40,1
leuS_2,Chromosome,Leucine--tRNA ligase,38,1,40,1
polA,Chromosome,DNA polymerase I,38,1,40,1
rpsI,Chromosome,30S ribosomal protein S9,38,1,40,1
rutF,Chromosome,FMN reductase (NADH) RutF,38,1,40,1
eis_2,Chromosome,N-acetyltransferase Eis,38,1,40,1
hisZ,Chromosome,ATP phosphoribosyltransferase regulatory subunit,38,1,40,1
pmbA,Chromosome,Metalloprotease PmbA,38,1,40,1
hutU,Chromosome,Urocanate hydratase,38,1,40,1
tesB,Chromosome,Acyl-CoA thioesterase 2,38,1,40,1
proB,Chromosome,Glutamate 5-kinase,38,1,40,1
ydcS,Chromosome,Bifunctional polyhydroxybutyrate synthase / ABC transporter periplasmic binding protein,38,1,40,1
group_9208,Chromosome,Peroxiredoxin,38,1,40,1
mtnN,Chromosome,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,38,1,40,1
djlA,Chromosome,Co-chaperone protein DjlA,38,1,40,1
emrE,Chromosome,Multidrug transporter EmrE,38,1,40,1
ocd,Chromosome,Ornithine cyclodeaminase,38,1,40,1
csd,Chromosome,putative cysteine desulfurase,38,1,40,1
serC,Chromosome,Phosphoserine aminotransferase,38,1,40,1
icl,Chromosome,Isocitrate lyase,38,1,40,1
rhaS_3,Chromosome,HTH-type transcriptional activator RhaS,38,1,40,1
eda,Chromosome,KHG/KDPG aldolase,38,1,40,1
clpB,Chromosome,Chaperone protein ClpB,38,1,40,1
cgtA,Chromosome,GTPase Obg/CgtA,38,1,40,1
lacG,Chromosome,Lactose transport system permease protein LacG,38,1,40,1
yteT,Chromosome,Putative oxidoreductase YteT,38,1,40,1
group_9234,Chromosome,putative 5-dehydro-4-deoxyglucarate dehydratase,38,1,40,1
ipuC,Chromosome,Glutamate--isopropylamine ligase,38,1,40,1
glmS,Chromosome,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],38,1,40,1
copR,Chromosome,Transcriptional activator protein CopR,38,1,40,1
sigK,Chromosome,ECF RNA polymerase sigma factor SigK,38,1,40,1
recN,Chromosome,DNA repair protein RecN,38,1,40,1
murB,Chromosome,UDP-N-acetylenolpyruvoylglucosamine reductase,38,1,40,1
fliF,Chromosome,Flagellar M-ring protein,38,1,40,1
sdhC,Chromosome,Succinate dehydrogenase cytochrome b556 subunit,38,1,40,1
hslO,Chromosome,33 kDa chaperonin,38,1,40,1
fabA,Chromosome,3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase,38,1,40,1
fdxA,Chromosome,Ferredoxin-2,38,1,40,1
dasC,Chromosome,Diacetylchitobiose uptake system permease protein DasC,38,1,40,1
isdG,Chromosome,Heme oxygenase (staphylobilin-producing),38,1,40,1
yjfF,Chromosome,Inner membrane ABC transporter permease protein YjfF,38,1,40,1
group_9261,Chromosome,Aminopeptidase T,38,1,40,1
lpxC,Chromosome,UDP-3-O-acyl-N-acetylglucosamine deacetylase,38,1,40,1
aatA,Chromosome,Aspartate/prephenate aminotransferase,38,1,40,1
group_9265,Chromosome,Thioredoxin C-1,38,1,40,1
thrC,Chromosome,Threonine synthase,38,1,40,1
yfkN,Chromosome,Trifunctional nucleotide phosphoesterase protein YfkN,38,1,40,1
group_9270,Chromosome,Deoxyguanosinetriphosphate triphosphohydrolase-like protein,38,1,40,1
araH,Chromosome,L-arabinose transport system permease protein AraH,38,1,40,1
ssb,Chromosome,Single-stranded DNA-binding protein,38,1,40,1
zapE,Chromosome,Cell division protein ZapE,38,1,40,1
murJ,Chromosome,putative lipid II flippase MurJ,38,1,40,1
flgI,Chromosome,Flagellar P-ring protein,38,1,40,1
phzF_2,Chromosome,"Trans-2,3-dihydro-3-hydroxyanthranilate isomerase",38,1,40,1
group_9278,Chromosome,Histone deacetylase-like amidohydrolase,38,1,40,1
yheS_2,Chromosome,putative ABC transporter ATP-binding protein YheS,38,1,40,1
cynT,Chromosome,Carbonic anhydrase 1,38,1,40,1
lgoD,Chromosome,L-galactonate-5-dehydrogenase,38,1,40,1
tsaD,Chromosome,tRNA N6-adenosine threonylcarbamoyltransferase,38,1,40,1
aspS,Chromosome,Aspartate--tRNA(Asp/Asn) ligase,38,1,40,1
gnl,Chromosome,Gluconolactonase,38,1,40,1
rlmE,Chromosome,Ribosomal RNA large subunit methyltransferase E,38,1,40,1
ubiB,Chromosome,putative protein kinase UbiB,38,1,40,1
yehX,Chromosome,Glycine betaine uptake system ATP-binding protein YehX,38,1,40,1
phaB,Chromosome,Acetoacetyl-CoA reductase,38,1,40,1
recF,Chromosome,DNA replication and repair protein RecF,38,1,40,1
yhdN_2,Chromosome,Aldo-keto reductase YhdN,38,1,40,1
hemC,Chromosome,Porphobilinogen deaminase,38,1,40,1
fabB,Chromosome,3-oxoacyl-[acyl-carrier-protein] synthase 1,38,1,40,1
surA,Chromosome,Chaperone SurA,38,1,40,1
group_9309,Chromosome,L-lactate transporter,38,1,40,1
znuB,Chromosome,High-affinity zinc uptake system membrane protein ZnuB,38,1,40,1
aruC,Chromosome,Succinylornithine transaminase/acetylornithine aminotransferase,38,1,40,1
cysN,Chromosome,Sulfate adenylyltransferase subunit 1,38,1,40,1
gap,Chromosome,Glyceraldehyde-3-phosphate dehydrogenase,38,1,40,1
purL,Chromosome,Phosphoribosylformylglycinamidine synthase subunit PurL,38,1,40,1
rocD,Chromosome,Ornithine aminotransferase,38,1,40,1
ychF,Chromosome,Ribosome-binding ATPase YchF,38,1,40,1
dcp,Chromosome,Dipeptidyl carboxypeptidase,38,1,40,1
rbsK,Chromosome,Ribokinase,38,1,40,1
metH,Chromosome,Methionine synthase,38,1,40,1
fhs,Chromosome,Formate--tetrahydrofolate ligase,38,1,40,1
argH,Chromosome,Argininosuccinate lyase,38,1,40,1
accA,Chromosome,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha,38,1,40,1
tmpC,Chromosome,Membrane lipoprotein TmpC,38,1,40,1
fieF,Chromosome,Ferrous-iron efflux pump FieF,38,1,40,1
uvrC,Chromosome,UvrABC system protein C,38,1,40,1
edd,Chromosome,Phosphogluconate dehydratase,38,1,40,1
yhhQ,Chromosome,Queuosine precursor transporter,38,1,40,1
nadE_1,Chromosome,NH(3)-dependent NAD(+) synthetase,38,1,40,1
sbnD,Chromosome,Staphyloferrin B transporter,38,1,40,1
selO,Chromosome,Protein adenylyltransferase SelO,38,1,40,1
mrpA,Chromosome,Na(+)/H(+) antiporter subunit A,38,1,40,1
amn,Chromosome,AMP nucleosidase,38,1,40,1
ycbX,Chromosome,putative protein YcbX,38,1,40,1
yedJ,Chromosome,putative protein YedJ,38,1,40,1
ligE,Chromosome,Beta-etherase,38,1,40,1
dmsA,Chromosome,Dimethyl sulfoxide reductase DmsA,38,1,40,1
copA,Chromosome,putative copper-importing P-type ATPase A,37,0.973684211,38,0.95
ileS,Chromosome,Isoleucine--tRNA ligase,37,0.973684211,38,0.95
sbmA,Chromosome,Peptide antibiotic transporter SbmA,37,0.973684211,40,1
fixP,Chromosome,Cbb3-type cytochrome c oxidase subunit FixP,37,0.973684211,38,0.95
fixN,Chromosome,"Cytochrome c oxidase subunit 1 , bacteroid",37,0.973684211,38,0.95
appA,Chromosome,Oligopeptide-binding protein AppA,36,0.947368421,39,0.975
gloB_1,Chromosome,Hydroxyacylglutathione hydrolase,35,0.921052632,36,0.9
neo,Chromosome,Aminoglycoside 3'-phosphotransferase,35,0.921052632,36,0.9
tilS,Chromosome,tRNA(Ile)-lysidine synthase,35,0.921052632,36,0.9
xlnD,Chromosome,3-hydroxybenzoate 6-hydroxylase 1,35,0.921052632,36,0.9
pxpC,Chromosome,5-oxoprolinase subunit C,35,0.921052632,36,0.9
group_107,Chromosome,L-methionine sulfoximine/L-methionine sulfone acetyltransferase,35,0.921052632,36,0.9
yidD,Chromosome,Putative membrane protein insertion efficiency factor,35,0.921052632,36,0.9
ribB,Chromosome,"3,4-dihydroxy-2-butanone 4-phosphate synthase",35,0.921052632,40,1
dipZ,Chromosome,Protein DipZ,35,0.921052632,36,0.9
cbiG,Chromosome,Cobalt-precorrin-5A hydrolase,35,0.921052632,36,0.9
yfcA,Chromosome,putative membrane transporter protein YfcA,35,0.921052632,36,0.9
cobP,Chromosome,Bifunctional adenosylcobalamin biosynthesis protein CobP,35,0.921052632,36,0.9
group_1126,Chromosome,IS5 family transposase IS4811,35,0.921052632,40,1
yeeZ,Chromosome,Protein YeeZ,35,0.921052632,36,0.9
slmA,Chromosome,Nucleoid occlusion factor SlmA,35,0.921052632,36,0.9
auaH,Chromosome,Aurachin B dehydrogenase,35,0.921052632,36,0.9
znuA,Chromosome,High-affinity zinc uptake system protein ZnuA,35,0.921052632,36,0.9
nthB,Chromosome,Nitrile hydratase subunit beta,35,0.921052632,36,0.9
yvgN,Chromosome,Glyoxal reductase,35,0.921052632,36,0.9
miaA,Chromosome,tRNA dimethylallyltransferase,35,0.921052632,36,0.9
gspA,Chromosome,General stress protein A,35,0.921052632,36,0.9
yfiH,Chromosome,Polyphenol oxidase,35,0.921052632,36,0.9
ynbD,Chromosome,putative protein YnbD,35,0.921052632,36,0.9
pucL,Chromosome,Uric acid degradation bifunctional protein PucL,35,0.921052632,22,0.55
mnmC_1,Chromosome,tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC,35,0.921052632,36,0.9
group_1251,Chromosome,Putative 3-methyladenine DNA glycosylase,35,0.921052632,36,0.9
crnA,Chromosome,Creatinine amidohydrolase,35,0.921052632,36,0.9
queE,Chromosome,7-carboxy-7-deazaguanine synthase,35,0.921052632,36,0.9
bacA,Chromosome,Vitamin B12 transport ATP-binding protein BacA,35,0.921052632,36,0.9
ndhJ,Chromosome,"NAD(P)H-quinone oxidoreductase subunit J, chloroplastic",35,0.921052632,36,0.9
gumH_2,Chromosome,GDP-mannose:cellobiosyl-diphosphopolyprenol alpha-mannosyltransferase,35,0.921052632,36,0.9
egl,Chromosome,Endoglucanase,35,0.921052632,36,0.9
ctb,Chromosome,Group 3 truncated hemoglobin ctb,35,0.921052632,36,0.9
amaB,Chromosome,N-carbamoyl-L-amino acid hydrolase,35,0.921052632,36,0.9
group_139,Chromosome,Renalase,35,0.921052632,36,0.9
queA,Chromosome,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,35,0.921052632,36,0.9
lptA,Chromosome,Lipopolysaccharide export system protein LptA,35,0.921052632,36,0.9
aspC_1,Chromosome,putative N-acetyl-LL-diaminopimelate aminotransferase,35,0.921052632,4,0.1
group_1541,Chromosome,D-tagatose 6-phosphate 4-epimerase,35,0.921052632,36,0.9
fumD,Chromosome,Fumonisin B1 esterase,35,0.921052632,36,0.9
atpB_2,Chromosome,ATP synthase subunit a,35,0.921052632,36,0.9
gpm2,Chromosome,Acid phosphatase,35,0.921052632,36,0.9
rsbQ,Chromosome,Sigma factor SigB regulation protein RsbQ,35,0.921052632,36,0.9
group_1694,Chromosome,"3,6-diketocamphane 1,6-monooxygenase",35,0.921052632,36,0.9
vgb,Chromosome,6-deoxy-6-sulfogluconolactonase,35,0.921052632,36,0.9
ygiD,Chromosome,"4,5-DOPA dioxygenase extradiol",35,0.921052632,36,0.9
betI_1,Chromosome,HTH-type transcriptional regulator BetI,35,0.921052632,36,0.9
aaeA,Chromosome,p-hydroxybenzoic acid efflux pump subunit AaeA,35,0.921052632,36,0.9
czcD,Chromosome,"Cadmium, cobalt and zinc/H(+)-K(+) antiporter",35,0.921052632,36,0.9
uspF,Chromosome,Universal stress protein F,35,0.921052632,36,0.9
mrpG,Chromosome,Na(+)/H(+) antiporter subunit G,35,0.921052632,36,0.9
ccmE,Chromosome,Cytochrome c-type biogenesis protein CcmE,35,0.921052632,36,0.9
mscS,Chromosome,Small-conductance mechanosensitive channel,35,0.921052632,36,0.9
pdxA,Chromosome,4-hydroxythreonine-4-phosphate dehydrogenase,35,0.921052632,36,0.9
lptD,Chromosome,LPS-assembly protein LptD,35,0.921052632,36,0.9
nudK,Chromosome,GDP-mannose pyrophosphatase NudK,35,0.921052632,36,0.9
celY,Chromosome,Minor endoglucanase Y,35,0.921052632,36,0.9
sauU,Chromosome,putative sulfoacetate transporter SauU,35,0.921052632,36,0.9
vioA,Chromosome,"dTDP-4-amino-4,6-dideoxy-D-glucose transaminase",35,0.921052632,36,0.9
group_2004,Chromosome,Formylglycine-generating enzyme,35,0.921052632,36,0.9
citA,Chromosome,Citrate synthase 1,35,0.921052632,36,0.9
leuE,Chromosome,Leucine efflux protein,35,0.921052632,40,1
bluB,Chromosome,"5,6-dimethylbenzimidazole synthase",35,0.921052632,36,0.9
sspA,Chromosome,Stringent starvation protein A,35,0.921052632,40,1
oxyS_2,Chromosome,12-dehydrotetracycline 5-monooxygenase/anhydrotetracycline 6-monooxygenase,35,0.921052632,36,0.9
group_2269,Chromosome,Tryptophan decarboxylase,35,0.921052632,36,0.9
ribZ,Chromosome,Riboflavin transporter RibZ,35,0.921052632,36,0.9
virS,Chromosome,HTH-type transcriptional regulator VirS,35,0.921052632,36,0.9
cyoC,Chromosome,Cytochrome bo(3) ubiquinol oxidase subunit 3,35,0.921052632,36,0.9
ampC,Chromosome,Beta-lactamase,35,0.921052632,36,0.9
nagK_1,Chromosome,Fumarylpyruvate hydrolase,35,0.921052632,36,0.9
yrdA,Chromosome,Protein YrdA,35,0.921052632,36,0.9
nhhA,Chromosome,High-molecular weight cobalt-containing nitrile hydratase subunit alpha,35,0.921052632,36,0.9
yyaP_2,Chromosome,putative protein YyaP,35,0.921052632,39,0.975
soxA_1,Chromosome,Monomeric sarcosine oxidase,35,0.921052632,36,0.9
ybaA,Chromosome,putative protein YbaA,35,0.921052632,40,1
guaD,Chromosome,Guanine deaminase,35,0.921052632,36,0.9
yhaZ,Chromosome,putative protein YhaZ,35,0.921052632,36,0.9
ybhF,Chromosome,putative multidrug ABC transporter ATP-binding protein YbhF,35,0.921052632,36,0.9
sfnC,Chromosome,putative FMNH2-dependent monooxygenase SfnC,35,0.921052632,36,0.9
fcl,Chromosome,GDP-L-fucose synthase,35,0.921052632,36,0.9
purK,Chromosome,N5-carboxyaminoimidazole ribonucleotide synthase,35,0.921052632,40,1
glgX,Chromosome,Glycogen debranching enzyme,35,0.921052632,36,0.9
soxD,Chromosome,Sarcosine oxidase subunit delta,35,0.921052632,36,0.9
ble,Chromosome,Bleomycin resistance protein,35,0.921052632,36,0.9
kdpB,Chromosome,Potassium-transporting ATPase ATP-binding subunit,35,0.921052632,36,0.9
ndhC_2,Chromosome,NAD(P)H-quinone oxidoreductase subunit 3,35,0.921052632,36,0.9
nuoF,Chromosome,NADH-quinone oxidoreductase subunit F,35,0.921052632,36,0.9
prs_2,Chromosome,Putative ribose-phosphate pyrophosphokinase,35,0.921052632,36,0.9
fdhD,Chromosome,Sulfur carrier protein FdhD,35,0.921052632,36,0.9
kamA,Chromosome,"L-lysine 2,3-aminomutase",35,0.921052632,36,0.9
modA,Chromosome,Molybdate-binding protein ModA,35,0.921052632,36,0.9
rsmG,Chromosome,Ribosomal RNA small subunit methyltransferase G,35,0.921052632,36,0.9
mnmE,Chromosome,tRNA modification GTPase MnmE,35,0.921052632,36,0.9
catD_2,Chromosome,3-oxoadipate enol-lactonase 2,35,0.921052632,36,0.9
ghrA,Chromosome,Glyoxylate/hydroxypyruvate reductase A,35,0.921052632,36,0.9
group_2938,Chromosome,Dipeptidyl-peptidase 6,35,0.921052632,36,0.9
yffB,Chromosome,Protein YffB,35,0.921052632,36,0.9
hpyO,Chromosome,FAD-dependent urate hydroxylase,35,0.921052632,36,0.9
tetR,Chromosome,Tetracycline repressor protein class A from transposon 1721,35,0.921052632,36,0.9
des,Chromosome,Fatty acid desaturase,35,0.921052632,36,0.9
yxaF,Chromosome,putative HTH-type transcriptional regulator YxaF,35,0.921052632,36,0.9
oprJ,Chromosome,Outer membrane protein OprJ,35,0.921052632,36,0.9
group_3277,Chromosome,Blue-light-activated histidine kinase 2,35,0.921052632,36,0.9
group_3296,Chromosome,Polyphosphate:ADP phosphotransferase 1,35,0.921052632,36,0.9
yacG,Chromosome,DNA gyrase inhibitor YacG,35,0.921052632,36,0.9
cph1,Chromosome,Phytochrome-like protein cph1,35,0.921052632,36,0.9
pgl,Chromosome,6-phosphogluconolactonase,35,0.921052632,36,0.9
spuD,Chromosome,Putrescine-binding periplasmic protein SpuD,35,0.921052632,36,0.9
xynR,Chromosome,HTH-type transcriptional regulator XynR,35,0.921052632,36,0.9
lemA,Chromosome,Protein LemA,35,0.921052632,36,0.9
yjgH,Chromosome,RutC family protein YjgH,35,0.921052632,36,0.9
gntR_1,Chromosome,HTH-type transcriptional regulator GntR,35,0.921052632,36,0.9
setB,Chromosome,Sugar efflux transporter B,35,0.921052632,36,0.9
ydjP,Chromosome,AB hydrolase superfamily protein YdjP,35,0.921052632,36,0.9
group_3460,Chromosome,Putative glyoxylase CFP32,35,0.921052632,36,0.9
tam_1,Chromosome,Trans-aconitate 2-methyltransferase,35,0.921052632,36,0.9
group_3469,Chromosome,Cytochrome c-556,35,0.921052632,36,0.9
fdhC,Chromosome,Fructose dehydrogenase cytochrome subunit,35,0.921052632,40,1
mrpE,Chromosome,Na(+)/H(+) antiporter subunit E,35,0.921052632,36,0.9
tas,Chromosome,Protein tas,35,0.921052632,36,0.9
ntaA,Chromosome,Nitrilotriacetate monooxygenase component A,35,0.921052632,36,0.9
glnH,Chromosome,ABC transporter glutamine-binding protein GlnH,35,0.921052632,36,0.9
purN,Chromosome,Phosphoribosylglycinamide formyltransferase,35,0.921052632,36,0.9
pncC,Chromosome,Nicotinamide-nucleotide amidohydrolase PncC,35,0.921052632,36,0.9
group_3524,Chromosome,tRNA-Val(tac),35,0.921052632,36,0.9
group_3529,Chromosome,tRNA-Thr(tgt),35,0.921052632,36,0.9
tetX,Chromosome,Flavin-dependent monooxygenase,35,0.921052632,36,0.9
mlhB,Chromosome,Monoterpene epsilon-lactone hydrolase,35,0.921052632,36,0.9
abgB,Chromosome,p-aminobenzoyl-glutamate hydrolase subunit B,35,0.921052632,36,0.9
livQ,Chromosome,6'''-hydroxyparomomycin C oxidase,35,0.921052632,36,0.9
yahB,Chromosome,putative HTH-type transcriptional regulator YahB,35,0.921052632,36,0.9
chrR_2,Chromosome,Anti-sigma-E factor ChrR,35,0.921052632,36,0.9
bigR,Chromosome,Biofilm growth-associated repressor,35,0.921052632,36,0.9
mmpA,Chromosome,Metalloprotease MmpA,35,0.921052632,36,0.9
lpxD,Chromosome,UDP-3-O-acylglucosamine N-acyltransferase,35,0.921052632,36,0.9
lpxB,Chromosome,Lipid-A-disaccharide synthase,35,0.921052632,36,0.9
lutR,Chromosome,HTH-type transcriptional regulator LutR,35,0.921052632,36,0.9
